,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,MARCTagCondition4,MARCTagCondition5,MARCTagCondition6,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
39,first pass,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,#,,,,"a, c, d, e, f, g, h, k, l, n, p, q, s, t, u",,,,$t,name and title portions,The record is not describing an aggregate manifestation,check aggregate markers ,"IF an Associated added entry field is provided 
",,no $2,no $1 or $0 that can be converted into a rwo uri,, https://www.rdaregistry.info/Elements/m/object/#P30265,has related work of manifestation,structured , ," <ManifestationIRI> has related work of manifestation <Associated WorkIRI>
<Associated WorkIRI> has AP for Associated Work ""value of a, c, d, e, f, g, k, l, n, p, q, s, t, u""",,
40,first pass,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,#,,,,"a, c, d, e, g, n, q, u",,,,$t,name and title portions,The record is not describing an aggregate manifestation,check aggregate markers ,"IF an Associated added entry field is provided 


",,AND IF an Agent heading is also provided in an Associated added entry field:,Identified and approved source in $2,,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,structured , ,"<Associated Work IRI> has related corporate body of work <CorporateBodyIRI>
<CorporateBodyIRI> has AAP for Corporate Body <NomenIRI>
<NomenIRI> has nomen string ""value of $a$c$e$q$u + $d$g$n""
<NomenIRI> has scheme of nomen <$2>",,
41,first pass,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,#,,,,"a, c, d, e, g, n, q, u",,,,$t,name and title portions,The record is not describing an aggregate manifestation,check aggregate markers ,"IF an Associated added entry field is provided 


",,AND IF an Agent heading is also provided in an Associated added entry field:,Identified and unapproved source in $2,,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,structured , ,"<Associated Work IRI> has related corporate body of work <CorporateBodyIRI>
<CorporateBodyIRI> has AP for Corporate Body <NomenIRI>
<NomenIRI> has nomen string ""value of $a$c$e$q$u + $d$g$n""
<NomenIRI> has scheme of nomen <transform>",,
42,first pass,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,#,,,,"a, c, d, e, g, n, q, u",,,,$t,name and title portions,The record is not describing an aggregate manifestation,check aggregate markers ,"IF an Associated added entry field is provided 


",,AND IF an Agent heading is also provided in an Associated added entry field:,no $2,,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,structured , ,"<Associated Work IRI> has related corporate body of work <CorporateBodyIRI>
<CorporateBodyIRI> has AP for Corporate Body ""value of $a$c$e$q$u + $d$g$n""",,
43,in progress,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,2,,,,1,,,,$t,name and title portions,aggregate,check aggregate markers , ,,,,,,,,,,,
44,in progress,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,2,,,,"a, c, d, e, f, g, h, k, l, n, p, q, s, t, u",,,,$t,name and title portions,aggregate,check aggregate markers ,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46, ,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,dramatized as work|is dramatized as work,,,,,,,,http://rdaregistry.info/Elements/w/P10016,is dramatized as work,,,,,
47,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,part of work|is part of work,,,,,,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
48,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted in verse as work|is adapted in verse as work,,,,,,,,http://rdaregistry.info/Elements/w/P10023,is adapted in verse as work,,,,,
49,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as motion picture work|is adapted as motion picture work,,,,,,,,http://rdaregistry.info/Elements/w/P10025,is adapted as motion picture work,,,,,
50,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,cadenza work|has cadenza work,,,,,,,,http://rdaregistry.info/Elements/w/P10026,has cadenza work,,,,,
51,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,variations based on work|is variations based on work,,,,,,,,http://rdaregistry.info/Elements/w/P10027,is variations based on work,,,,,
52,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,modified by variation as work|is modified by variation as work,,,,,,,,http://rdaregistry.info/Elements/w/P10028,is modified by variation as work,,,,,
53,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,cadenza composed for work|is cadenza composed for work,,,,,,,,http://rdaregistry.info/Elements/w/P10029,is cadenza composed for work,,,,,
54,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,libretto for work|is libretto for work,,,,,,,,http://rdaregistry.info/Elements/w/P10030,is libretto for work,,,,,
55,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,incidental music work|has incidental music work,,,,,,,,http://rdaregistry.info/Elements/w/P10031,has incidental music work,,,,,
56,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,remade as work|is remade as work,,,,,,,,http://rdaregistry.info/Elements/w/P10032,is remade as work,,,,,
57,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,set to music as work|is set to music as work,,,,,,,,http://rdaregistry.info/Elements/w/P10033,is set to music as work,,,,,
58,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as novel work|is adapted as novel work,,,,,,,,http://rdaregistry.info/Elements/w/P10034,is adapted as novel work,,,,,
59,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,issuing agent|has issuing agent,,,,,,,,http://rdaregistry.info/Elements/w/P10046,has issuing agent,,,,,
60,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,author agent|has author agent,,,,,,,,http://rdaregistry.info/Elements/w/P10061,has author agent,,,,,
61,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,creator agent of work|has creator agent of work,,,,,,,,http://rdaregistry.info/Elements/w/P10065,has creator agent of work,,,,,
62,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,sponsoring agent of work|has sponsoring agent of work,,,,,,,,http://rdaregistry.info/Elements/w/P10067,has sponsoring agent of work,,,,,
63,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as radio program work|is adapted as radio program work,,,,,,,,http://rdaregistry.info/Elements/w/P10076,is adapted as radio program work,,,,,
64,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,subseries|has subseries,,,,,,,,http://rdaregistry.info/Elements/w/P10080,has subseries,,,,,
65,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as television program work|is adapted as television program work,,,,,,,,http://rdaregistry.info/Elements/w/P10085,is adapted as television program work,,,,,
66,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as video work|is adapted as video work,,,,,,,,http://rdaregistry.info/Elements/w/P10087,is adapted as video work,,,,,
67,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,abstracted in work|is abstracted in work,,,,,,,,http://rdaregistry.info/Elements/w/P10089,is abstracted in work,,,,,
68,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,indexed in work|is indexed in work,,,,,,,,http://rdaregistry.info/Elements/w/P10090,is indexed in work,,,,,
69,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as choreography work|is adapted as choreography work,,,,,,,,http://rdaregistry.info/Elements/w/P10091,is adapted as choreography work,,,,,
70,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,errata work|has errata work,,,,,,,,http://rdaregistry.info/Elements/w/P10092,has errata work,,,,,
71,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,illustrations work|has illustrations work,,,,,,,,http://rdaregistry.info/Elements/w/P10093,has illustrations work,,,,,
72,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as motion picture screenplay work|is adapted as motion picture screenplay work,,,,,,,,http://rdaregistry.info/Elements/w/P10094,is adapted as motion picture screenplay work,,,,,
73,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as screenplay work|is adapted as screenplay work,,,,,,,,http://rdaregistry.info/Elements/w/P10095,is adapted as screenplay work,,,,,
74,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as television screenplay work|is adapted as television screenplay work,,,,,,,,http://rdaregistry.info/Elements/w/P10096,is adapted as television screenplay work,,,,,
75,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as video screenplay work|is adapted as video screenplay work,,,,,,,,http://rdaregistry.info/Elements/w/P10097,is adapted as video screenplay work,,,,,
76,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,adapted as radio script work|is adapted as radio script work,,,,,,,,http://rdaregistry.info/Elements/w/P10098,is adapted as radio script work,,,,,
77,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,freely translated as work|is freely translated as work,,,,,,,,http://rdaregistry.info/Elements/w/P10099,is freely translated as work,,,,,
78,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,description of work|is description of work,,,,,,,,http://rdaregistry.info/Elements/w/P10100,is description of work,,,,,
79,,711.0,ADDED ENTRY--MEETING NAME (R),Type of meeting name entry element,*,,Type of added entry,*,,,,a,Meeting name or jurisdiction name as entry element (NR),,,,subseries of|is subseries of,,,,,,,,http://rdaregistry.info/Elements/w/P10101,is subseries of,,,,,
